season_year,target_season,player_id,player_name,prior_model,poss_season,w_poss,prior_o,prior_d,m500_o,m500_d,m500,m2000_o,m2000_d,m2000,m4000_o,m4000_d,m4000,m8000_o,m8000_d,m8000,next_year,metric_o,metric_d,metric
2010,2010-11,201602,Kyle Weaver,atomic_denominator,173.4,1332.1,0.592,0.148,-0.681,0.121,-0.56,-0.264,0.201,-0.064,0.004,0.201,0.205,0.224,0.17,0.393,2011,0.004,0.201,0.205
2010,2010-11,201603,Sonny Weems,atomic_denominator,3103.8,4316.4,-0.698,-1.063,0.392,-3.914,-3.523,-0.246,-2.914,-3.159,-0.449,-2.418,-2.867,-0.562,-2.01,-2.572,2011,-0.449,-2.418,-2.867
2010,2010-11,201604,Chris Douglas-Roberts,atomic_denominator,2179.9,4322.7,-0.857,0.187,-0.813,0.149,-0.664,-1.305,0.422,-0.883,-1.386,0.484,-0.902,-1.349,0.473,-0.876,2011,-1.386,0.484,-0.902
2010,2010-11,201607,Patrick Ewing,atomic_denominator,44.5,43.4,0.58,0.477,1.734,1.207,2.941,0.849,0.621,1.469,0.701,0.513,1.214,0.629,0.456,1.085,2011,0.701,0.513,1.214
2010,2010-11,201609,Goran Dragic,atomic_denominator,2949.3,5005.4,0.921,-0.059,0.589,-0.735,-0.146,0.166,-0.557,-0.391,0.211,-0.505,-0.294,0.384,-0.454,-0.07,2011,0.211,-0.505,-0.294
2010,2010-11,201611,Henry Walker,atomic_denominator,1539.2,2570.3,0.419,-0.181,3.558,1.002,4.56,2.294,0.423,2.717,1.666,0.166,1.832,1.178,-0.026,1.153,2011,1.666,0.166,1.832
2010,2010-11,201616,Darnell Jackson,atomic_denominator,1175.8,1374.3,-0.075,-0.025,-1.916,-0.05,-1.966,-0.76,-0.381,-1.142,-0.413,-0.354,-0.767,-0.229,-0.28,-0.509,2011,-0.413,-0.354,-0.767
2010,2010-11,201623,Semih Erden,atomic_denominator,1446.5,1153.7,-2.386,1.458,-4.843,1.657,-3.186,-3.473,1.41,-2.063,-3.04,1.404,-1.636,-2.774,1.415,-1.358,2011,-3.04,1.404,-1.636
2010,2010-11,201627,Anthony Morrow,atomic_denominator,4214.9,7197.4,0.819,-1.382,2.672,-0.45,2.222,2.072,-0.708,1.364,1.79,-0.944,0.846,1.524,-1.179,0.345,2011,1.79,-0.944,0.846
2010,2010-11,201632,Hamed Haddadi,atomic_denominator,464.8,870.4,0.396,1.592,2.053,2.841,4.894,1.41,1.772,3.182,1.046,1.566,2.613,0.766,1.499,2.266,2011,1.046,1.566,2.613
2010,2010-11,201785,Othyus Jeffers,atomic_denominator,728.7,761.9,0.39,0.645,1.848,-1.141,0.707,1.083,-0.198,0.884,0.827,0.09,0.916,0.647,0.277,0.923,2011,0.827,0.09,0.916
2010,2010-11,201814,Gary Forbes,atomic_denominator,1797.8,1474.6,0.062,-0.216,1.459,-3.992,-2.533,0.947,-2.499,-1.552,0.71,-1.758,-1.048,0.506,-1.19,-0.684,2011,0.71,-1.758,-1.048
2010,2010-11,201858,Cartier Martin,atomic_denominator,1320.2,1788.7,1.02,0.191,2.64,0.79,3.43,1.919,0.485,2.404,1.613,0.313,1.926,1.378,0.187,1.565,2011,1.613,0.313,1.926
2010,2010-11,201880,Greg Stiemsma,atomic_denominator,358.2,357.3,0.0,-0.0,-1.653,-0.088,-1.741,-0.61,-0.225,-0.835,-0.356,-0.193,-0.549,-0.215,-0.145,-0.36,2011,-0.356,-0.193,-0.549
2010,2010-11,201933,Blake Griffin,atomic_denominator,8559.4,7174.6,1.633,-0.105,1.409,2.201,3.61,1.525,1.216,2.741,1.514,0.753,2.267,1.48,0.395,1.875,2011,1.514,0.753,2.267
2010,2010-11,201934,Hasheem Thabeet,atomic_denominator,881.4,1834.2,-2.528,1.997,-3.046,0.996,-2.049,-2.339,0.735,-1.604,-2.261,0.945,-1.316,-2.315,1.244,-1.071,2011,-2.261,0.945,-1.316
2010,2010-11,201935,James Harden,atomic_denominator,6819.1,9034.8,2.048,0.209,4.503,0.164,4.667,3.836,0.125,3.962,3.401,0.172,3.573,2.974,0.213,3.187,2011,3.401,0.172,3.573
2010,2010-11,201936,Tyreke Evans,atomic_denominator,5126.2,7500.8,0.136,-0.148,0.863,1.297,2.161,0.428,1.1,1.528,0.377,0.755,1.132,0.371,0.376,0.747,2011,0.377,0.755,1.132
2010,2010-11,201938,Jonny Flynn,atomic_denominator,2424.8,4997.2,-0.636,-1.457,1.124,-4.167,-3.043,0.438,-3.575,-3.137,0.12,-3.203,-3.083,-0.152,-2.804,-2.957,2011,0.12,-3.203,-3.083
2010,2010-11,201939,Stephen Curry,atomic_denominator,5776.8,8401.1,2.738,-0.728,6.179,-3.401,2.778,5.139,-2.82,2.319,4.544,-2.463,2.081,4.008,-2.113,1.895,2011,4.544,-2.463,2.081
2010,2010-11,201941,Jordan Hill,atomic_denominator,3313.4,3585.3,-0.963,0.702,-4.493,1.566,-2.927,-2.818,0.657,-2.162,-2.071,0.433,-1.638,-1.546,0.385,-1.161,2011,-2.071,0.433,-1.638
2010,2010-11,201942,DeMar DeRozan,atomic_denominator,6246.5,7236.3,-0.039,-0.598,0.984,-2.065,-1.081,0.434,-1.616,-1.182,0.276,-1.476,-1.2,0.172,-1.345,-1.173,2011,0.276,-1.476,-1.2
2010,2010-11,201943,Brandon Jennings,atomic_denominator,5187.8,7893.6,1.392,-0.798,3.864,-1.004,2.86,2.558,-0.247,2.311,1.977,-0.002,1.975,1.542,0.066,1.608,2011,1.977,-0.002,1.975
2010,2010-11,201944,Terrence Williams,atomic_denominator,359.3,2065.8,-0.876,-0.209,0.424,-0.577,-0.152,-0.35,-0.395,-0.744,-0.625,-0.328,-0.953,-0.79,-0.287,-1.077,2011,-0.625,-0.328,-0.953
2010,2010-11,201945,Gerald Henderson,atomic_denominator,3645.9,3510.6,0.106,0.06,0.739,0.053,0.792,0.072,0.167,0.239,-0.159,0.197,0.038,-0.252,0.197,-0.056,2011,-0.159,0.197,0.038
2010,2010-11,201946,Tyler Hansbrough,atomic_denominator,3783.4,4099.2,0.656,-0.102,-0.404,-0.886,-1.291,0.026,-0.698,-0.672,0.232,-0.558,-0.327,0.408,-0.436,-0.028,2011,0.232,-0.558,-0.327
2010,2010-11,201947,Earl Clark,atomic_denominator,1300.9,1619.9,-0.893,0.427,-4.771,-0.781,-5.552,-2.87,-0.496,-3.366,-2.102,-0.247,-2.349,-1.585,-0.022,-1.608,2011,-2.102,-0.247,-2.349
2010,2010-11,201948,Austin Daye,atomic_denominator,3506.5,4040.5,0.051,0.887,0.893,-0.881,0.013,0.519,-0.589,-0.069,0.32,-0.289,0.03,0.157,0.048,0.205,2011,0.32,-0.289,0.03
2010,2010-11,201949,James Johnson,atomic_denominator,1963.4,2690.2,-1.29,1.066,0.422,-1.859,-1.437,-0.462,-0.702,-1.163,-0.836,-0.152,-0.988,-1.083,0.274,-0.809,2011,-0.836,-0.152,-0.988
2010,2010-11,201950,Jrue Holiday,atomic_denominator,8246.0,9528.1,1.165,-0.4,2.22,0.367,2.587,1.501,0.543,2.044,1.21,0.53,1.74,1.015,0.433,1.448,2011,1.21,0.53,1.74
2010,2010-11,201951,Ty Lawson,atomic_denominator,5577.8,6735.8,2.229,-0.893,6.51,-2.855,3.654,5.049,-2.265,2.785,4.305,-1.95,2.356,3.665,-1.679,1.986,2011,4.305,-1.95,2.356
2010,2010-11,201952,Jeff Teague,atomic_denominator,2266.0,3151.8,-0.075,0.411,0.719,-0.473,0.246,-0.004,-0.144,-0.148,-0.216,0.013,-0.203,-0.298,0.14,-0.158,2011,-0.216,0.013,-0.203
2010,2010-11,201953,Eric Maynor,atomic_denominator,2893.3,4419.7,0.218,-0.64,0.079,-0.496,-0.417,-0.297,-0.337,-0.634,-0.275,-0.304,-0.579,-0.157,-0.347,-0.505,2011,-0.275,-0.304,-0.579
2010,2010-11,201954,Darren Collison,atomic_denominator,5820.0,7804.5,0.641,-1.076,0.532,-3.842,-3.311,0.253,-3.029,-2.775,0.307,-2.558,-2.251,0.426,-2.118,-1.692,2011,0.307,-2.558,-2.251
2010,2010-11,201956,Omri Casspi,atomic_denominator,4117.4,5753.8,0.653,-0.117,5.58,-1.45,4.13,4.227,-1.164,3.063,3.342,-0.939,2.402,2.489,-0.719,1.77,2011,3.342,-0.939,2.402
2010,2010-11,201957,Byron Mullens,atomic_denominator,194.6,235.7,-1.229,0.741,-3.72,-1.81,-5.53,-1.993,-0.236,-2.229,-1.63,0.16,-1.47,-1.442,0.392,-1.05,2011,-1.63,0.16,-1.47
2010,2010-11,201958,Rodrigue Beaubois,atomic_denominator,1209.9,1982.5,-0.482,-0.64,0.994,-3.646,-2.652,0.273,-2.302,-2.03,-0.017,-1.708,-1.725,-0.228,-1.282,-1.51,2011,-0.017,-1.708,-1.725
2010,2010-11,201959,Taj Gibson,atomic_denominator,4494.7,7109.3,-1.049,1.784,-2.761,1.834,-0.927,-2.392,1.882,-0.51,-2.165,1.97,-0.195,-1.92,2.031,0.111,2011,-2.165,1.97,-0.195
2010,2010-11,201960,DeMarre Carroll,atomic_denominator,294.3,1257.7,-0.227,0.178,1.726,-1.378,0.348,0.947,-0.969,-0.022,0.567,-0.679,-0.112,0.257,-0.405,-0.148,2011,0.567,-0.679,-0.112
2010,2010-11,201961,Wayne Ellington,atomic_denominator,2880.0,4153.8,-0.567,-1.178,0.063,-2.773,-2.71,-0.214,-2.252,-2.466,-0.313,-2.029,-2.342,-0.392,-1.851,-2.243,2011,-0.313,-2.029,-2.342
2010,2010-11,201962,Toney Douglas,atomic_denominator,3523.5,4438.4,2.15,-0.636,3.303,-0.765,2.538,2.874,-0.708,2.166,2.698,-0.725,1.972,2.547,-0.761,1.786,2011,2.698,-0.725,1.972
2010,2010-11,201963,Christian Eyenga,atomic_denominator,2201.3,1874.1,-1.299,0.224,-2.156,1.143,-1.012,-1.815,0.671,-1.143,-1.618,0.443,-1.175,-1.478,0.29,-1.187,2011,-1.618,0.443,-1.175
2010,2010-11,201965,Jeff Ayres,atomic_denominator,21.4,561.3,0.0,-0.0,-1.119,-0.823,-1.942,-0.307,-0.552,-0.86,-0.165,-0.374,-0.539,-0.104,-0.239,-0.342,2011,-0.165,-0.374,-0.539
2010,2010-11,201966,Jermaine Taylor,atomic_denominator,1168.8,1378.7,-0.602,-1.134,0.818,-5.348,-4.53,0.12,-3.396,-3.276,-0.132,-2.574,-2.706,-0.318,-1.996,-2.314,2011,-0.132,-2.574,-2.706
2010,2010-11,201967,Dante Cunningham,atomic_denominator,3755.8,4062.9,-1.254,0.751,-3.921,1.017,-2.903,-3.206,0.726,-2.48,-2.784,0.726,-2.058,-2.372,0.782,-1.59,2011,-2.784,0.726,-2.058
2010,2010-11,201969,DaJuan Summers,atomic_denominator,490.4,922.1,-1.17,-0.319,-2.733,-0.651,-3.385,-1.981,-0.551,-2.532,-1.681,-0.517,-2.198,-1.477,-0.487,-1.964,2011,-1.681,-0.517,-2.198
2010,2010-11,201970,Sam Young,atomic_denominator,3859.5,5300.3,-0.633,0.379,1.56,-1.11,0.45,0.717,-0.584,0.133,0.232,-0.291,-0.06,-0.163,-0.042,-0.205,2011,0.232,-0.291,-0.06
2010,2010-11,201971,DeJuan Blair,atomic_denominator,4458.5,5739.6,-0.948,0.945,-0.635,0.766,0.132,-0.319,0.303,-0.016,-0.334,0.281,-0.053,-0.468,0.424,-0.044,2011,-0.334,0.281,-0.053
2010,2010-11,201972,Jon Brockman,atomic_denominator,1640.2,2158.9,-1.277,0.483,-0.298,3.113,2.816,-0.52,1.838,1.319,-0.764,1.327,0.563,-0.985,0.97,-0.015,2011,-0.764,1.327,0.563
2010,2010-11,201974,Derrick Brown,atomic_denominator,1154.6,1576.6,-0.587,0.587,-1.684,-0.99,-2.673,-1.145,-0.376,-1.521,-0.959,-0.047,-1.007,-0.839,0.2,-0.639,2011,-0.959,-0.047,-1.007
2010,2010-11,201975,Jodie Meeks,atomic_denominator,5220.5,5488.7,1.341,-0.83,2.71,-1.418,1.292,2.015,-1.005,1.01,1.709,-0.819,0.89,1.48,-0.7,0.78,2011,1.709,-0.819,0.89
2010,2010-11,201977,Marcus Thornton,atomic_denominator,4318.9,6056.4,1.691,-1.02,3.114,-1.3,1.814,2.331,-1.223,1.108,2.025,-1.22,0.805,1.821,-1.212,0.608,2011,2.025,-1.22,0.805
2010,2010-11,201978,Chase Budinger,atomic_denominator,4263.6,5433.5,1.624,-0.758,4.964,-2.089,2.875,3.648,-1.548,2.1,3.025,-1.32,1.704,2.525,-1.15,1.375,2011,3.025,-1.32,1.704
2010,2010-11,201980,Danny Green,atomic_denominator,944.2,1049.8,0.839,-0.206,4.287,3.308,7.595,2.295,1.525,3.819,1.662,0.833,2.495,1.268,0.37,1.638,2011,1.662,0.833,2.495
2010,2010-11,201985,AJ Price,atomic_denominator,1749.3,2730.5,1.496,-0.878,3.72,-1.33,2.39,2.691,-1.155,1.536,2.274,-1.104,1.17,1.981,-1.072,0.909,2011,2.274,-1.104,1.17
2010,2010-11,201988,Patty Mills,atomic_denominator,1938.3,1682.7,1.008,-1.299,1.023,-4.254,-3.231,0.584,-2.816,-2.232,0.606,-2.226,-1.621,0.695,-1.818,-1.124,2011,0.606,-2.226,-1.621
2010,2010-11,201991,Lester Hudson,atomic_denominator,165.9,274.0,0.385,0.044,-0.078,0.166,0.087,0.191,0.028,0.219,0.275,-0.003,0.273,0.32,-0.019,0.301,2011,0.275,-0.003,0.273
2010,2010-11,202066,Garrett Temple,atomic_denominator,533.8,931.0,-0.114,0.336,1.292,-0.965,0.328,0.355,-0.322,0.033,0.101,-0.082,0.02,-0.033,0.079,0.046,2011,0.101,-0.082,0.02
2010,2010-11,202081,Garret Siler,atomic_denominator,239.1,200.1,0.107,0.711,2.257,-0.347,1.91,0.821,0.247,1.068,0.482,0.398,0.88,0.291,0.494,0.785,2011,0.482,0.398,0.88
2010,2010-11,202082,Larry Owens,atomic_denominator,284.3,250.9,-0.51,1.084,-0.502,2.45,1.948,-0.508,1.459,0.952,-0.506,1.242,0.736,-0.51,1.123,0.613,2011,-0.506,1.242,0.736
2010,2010-11,202083,Wesley Matthews,atomic_denominator,6571.8,8670.9,1.441,-0.709,1.07,0.266,1.336,0.975,0.264,1.24,1.004,0.197,1.202,1.059,0.089,1.148,2011,1.004,0.197,1.202
2010,2010-11,202087,Alonzo Gee,atomic_denominator,2604.0,2449.9,-0.651,0.209,-1.386,-0.536,-1.922,-1.292,-0.178,-1.469,-1.147,-0.062,-1.208,-0.997,0.014,-0.983,2011,-1.147,-0.062,-1.208
2010,2010-11,202130,Reggie Williams,atomic_denominator,3806.5,4143.2,1.761,-0.95,0.682,-1.904,-1.222,1.171,-1.585,-0.414,1.422,-1.447,-0.026,1.605,-1.351,0.254,2011,1.422,-1.447,-0.026
2010,2010-11,202178,Sundiata Gaines,atomic_denominator,647.3,818.5,0.946,-0.232,0.084,-0.386,-0.302,0.486,-0.276,0.211,0.664,-0.266,0.398,0.784,-0.274,0.51,2011,0.664,-0.266,0.398
2010,2010-11,202220,Zabian Dowdell,atomic_denominator,707.5,612.4,-0.788,0.201,-1.632,0.872,-0.761,-1.324,0.496,-0.828,-1.153,0.334,-0.819,-1.023,0.229,-0.795,2011,-1.153,0.334,-0.819
2010,2010-11,202227,Terrel Harris,atomic_denominator,24.7,24.7,0.0,-0.0,0.042,-0.57,-0.529,-0.006,-0.214,-0.219,-0.011,-0.151,-0.162,-0.016,-0.118,-0.133,2011,-0.011,-0.151,-0.162
2010,2010-11,202322,John Wall,atomic_denominator,6219.3,5151.0,-0.074,0.143,1.831,-1.832,-0.001,1.155,-1.473,-0.319,0.837,-1.232,-0.395,0.541,-0.947,-0.406,2011,0.837,-1.232,-0.395
2010,2010-11,202323,Evan Turner,atomic_denominator,5402.8,4732.8,-0.914,-0.037,-3.659,1.097,-2.562,-3.12,1.005,-2.115,-2.587,0.826,-1.761,-2.054,0.605,-1.449,2011,-2.587,0.826,-1.761
2010,2010-11,202324,Derrick Favors,atomic_denominator,3805.4,3176.8,-1.092,1.025,-3.365,4.973,1.608,-2.43,3.398,0.968,-1.995,2.582,0.587,-1.676,1.951,0.275,2011,-1.995,2.582,0.587
2010,2010-11,202325,Wesley Johnson,atomic_denominator,5049.7,4102.1,-0.334,-0.105,3.045,-2.337,0.708,1.667,-1.446,0.221,1.035,-1.091,-0.057,0.538,-0.83,-0.292,2011,1.035,-1.091,-0.057
2010,2010-11,202326,DeMarcus Cousins,atomic_denominator,5660.3,4672.4,-1.315,1.093,-1.889,2.597,0.708,-1.298,1.746,0.448,-1.171,1.446,0.275,-1.145,1.238,0.093,2011,-1.171,1.446,0.275
2010,2010-11,202327,Ekpe Udoh,atomic_denominator,2409.1,2054.6,-2.122,1.932,-1.137,4.381,3.244,-1.446,3.154,1.707,-1.671,2.62,0.95,-1.86,2.249,0.389,2011,-1.671,2.62,0.95
2010,2010-11,202328,Greg Monroe,atomic_denominator,5338.0,4422.6,1.385,1.312,0.296,1.152,1.447,0.736,0.733,1.469,0.879,0.755,1.634,0.974,0.896,1.87,2011,0.879,0.755,1.634
2010,2010-11,202329,Al-Farouq Aminu,atomic_denominator,3571.8,2918.0,-0.408,0.437,-0.879,0.588,-0.291,-0.765,0.724,-0.041,-0.681,0.678,-0.003,-0.611,0.594,-0.017,2011,-0.681,0.678,-0.003
2010,2010-11,202330,Gordon Hayward,atomic_denominator,3298.6,2817.2,-0.67,-0.105,-1.032,-4.199,-5.231,-1.157,-2.309,-3.466,-1.087,-1.486,-2.573,-0.983,-0.911,-1.894,2011,-1.087,-1.486,-2.573
2010,2010-11,202331,Paul George,atomic_denominator,3646.0,3420.6,0.525,0.826,1.693,1.085,2.779,1.036,1.183,2.219,0.782,1.143,1.925,0.633,1.05,1.683,2011,0.782,1.143,1.925
2010,2010-11,202332,Cole Aldrich,atomic_denominator,393.1,332.4,-1.262,1.238,-3.965,-2.128,-6.092,-2.103,-0.051,-2.154,-1.694,0.499,-1.195,-1.485,0.815,-0.67,2011,-1.694,0.499,-1.195
2010,2010-11,202333,Xavier Henry,atomic_denominator,1276.5,981.9,-1.045,-0.569,-2.192,-1.659,-3.851,-1.928,-0.805,-2.733,-1.679,-0.643,-2.322,-1.455,-0.6,-2.055,2011,-1.679,-0.643,-2.322
2010,2010-11,202334,Ed Davis,atomic_denominator,3665.2,3089.7,0.049,1.243,-2.124,1.914,-0.21,-1.102,1.165,0.063,-0.674,0.99,0.315,-0.374,0.947,0.573,2011,-0.674,0.99,0.315
2010,2010-11,202335,Patrick Patterson,atomic_denominator,2145.1,1833.7,0.743,0.53,-3.034,2.333,-0.702,-0.996,1.287,0.292,-0.252,0.914,0.662,0.217,0.678,0.896,2011,-0.252,0.914,0.662
2010,2010-11,202336,Larry Sanders,atomic_denominator,2090.2,1720.9,-2.893,2.138,-5.387,2.497,-2.89,-4.193,2.226,-1.967,-3.739,2.198,-1.541,-3.429,2.197,-1.233,2011,-3.739,2.198,-1.541
2010,2010-11,202337,Luke Babbitt,atomic_denominator,284.6,237.1,-0.947,0.031,-0.344,-1.374,-1.718,-0.973,-0.536,-1.509,-1.024,-0.313,-1.337,-1.021,-0.184,-1.205,2011,-1.024,-0.313,-1.337
2010,2010-11,202338,Kevin Seraphin,atomic_denominator,1500.4,1268.1,-2.892,0.903,-1.331,-0.211,-1.542,-1.783,0.14,-1.642,-2.122,0.346,-1.776,-2.418,0.511,-1.906,2011,-2.122,0.346,-1.776
2010,2010-11,202339,Eric Bledsoe,atomic_denominator,4944.4,4081.9,-0.213,-0.065,0.53,0.335,0.864,-0.055,0.4,0.345,-0.207,0.321,0.114,-0.282,0.194,-0.088,2011,-0.207,0.321,0.114
2010,2010-11,202340,Avery Bradley,atomic_denominator,1001.1,936.0,-2.312,-0.393,-2.119,-0.774,-2.893,-2.491,-0.549,-3.04,-2.52,-0.467,-2.987,-2.497,-0.425,-2.922,2011,-2.52,-0.467,-2.987
2010,2010-11,202341,James Anderson,atomic_denominator,740.2,626.1,-0.566,-0.418,-1.701,-1.515,-3.216,-1.166,-0.952,-2.118,-0.949,-0.767,-1.716,-0.8,-0.646,-1.445,2011,-0.949,-0.767,-1.716
2010,2010-11,202342,Craig Brackins,atomic_denominator,73.1,59.7,0.584,0.4,-0.791,1.278,0.487,0.186,0.561,0.747,0.369,0.437,0.805,0.464,0.377,0.84,2011,0.369,0.437,0.805
2010,2010-11,202344,Trevor Booker,atomic_denominator,2573.2,2126.8,-0.265,0.973,1.787,-1.191,0.596,1.16,-0.59,0.569,0.738,-0.193,0.546,0.365,0.164,0.528,2011,0.738,-0.193,0.546
2010,2010-11,202345,Damion James,atomic_denominator,891.3,724.3,-1.533,0.824,-0.832,2.727,1.895,-1.439,1.824,0.385,-1.541,1.429,-0.112,-1.574,1.145,-0.429,2011,-1.541,1.429,-0.112
2010,2010-11,202346,Dominique Jones,atomic_denominator,311.1,242.4,-0.317,-0.017,-3.206,2.334,-0.872,-1.359,0.733,-0.626,-0.903,0.344,-0.559,-0.642,0.13,-0.512,2011,-0.903,0.344,-0.559
2010,2010-11,202347,Quincy Pondexter,atomic_denominator,2050.6,1749.7,-1.001,-0.046,-4.58,2.709,-1.871,-3.35,1.643,-1.707,-2.595,1.067,-1.528,-1.986,0.611,-1.375,2011,-2.595,1.067,-1.528
2010,2010-11,202348,Jordan Crawford,atomic_denominator,2277.9,1992.8,0.967,-1.025,2.346,-2.293,0.054,1.68,-2.113,-0.434,1.44,-1.941,-0.501,1.259,-1.731,-0.472,2011,1.44,-1.941,-0.501
2010,2010-11,202349,Greivis Vasquez,atomic_denominator,2101.7,1942.5,0.216,-0.423,1.122,-0.756,0.366,0.195,-0.494,-0.3,0.043,-0.474,-0.432,0.031,-0.478,-0.447,2011,0.043,-0.474,-0.432
2010,2010-11,202350,Daniel Orton,atomic_denominator,22.6,22.4,0.0,-0.0,-0.031,0.309,0.278,-0.006,-0.007,-0.013,-0.01,-0.05,-0.06,-0.014,-0.068,-0.082,2011,-0.01,-0.05,-0.06
2010,2010-11,202351,Lazar Hayward,atomic_denominator,1046.2,876.7,0.36,0.021,1.169,-1.917,-0.749,0.753,-1.061,-0.309,0.628,-0.708,-0.08,0.536,-0.459,0.077,2011,0.628,-0.708,-0.08
2010,2010-11,202354,Dexter Pittman,atomic_denominator,47.1,44.4,0.145,0.577,-0.01,-0.352,-0.361,0.086,0.253,0.339,0.105,0.369,0.474,0.114,0.431,0.545,2011,0.105,0.369,0.474
2010,2010-11,202355,Hassan Whiteside,atomic_denominator,4.4,3.2,0.718,0.718,0.443,0.581,1.023,0.642,0.611,1.253,0.672,0.621,1.292,0.685,0.627,1.312,2011,0.672,0.621,1.292
2010,2010-11,202356,Armon Johnson,atomic_denominator,460.2,367.2,-1.098,-1.216,-2.238,-1.473,-3.711,-1.693,-1.375,-3.068,-1.477,-1.337,-2.814,-1.329,-1.311,-2.639,2011,-1.477,-1.337,-2.814
2010,2010-11,202360,Andy Rautins,atomic_denominator,51.5,41.0,0.529,-0.203,-0.029,-0.869,-0.898,0.354,-0.447,-0.093,0.429,-0.37,0.059,0.468,-0.329,0.139,2011,0.429,-0.37,0.059
2010,2010-11,202361,Landry Fields,atomic_denominator,5779.8,4849.9,0.62,0.043,3.221,-2.306,0.915,2.134,-1.645,0.489,1.6,-1.228,0.372,1.2,-0.852,0.348,2011,1.6,-1.228,0.372
2010,2010-11,202362,Lance Stephenson,atomic_denominator,280.9,246.9,-0.953,-0.198,0.016,-0.499,-0.483,-0.627,-0.377,-1.003,-0.783,-0.344,-1.127,-0.872,-0.32,-1.191,2011,-0.783,-0.344,-1.127
2010,2010-11,202365,Devin Ebanks,atomic_denominator,598.2,536.3,1.16,0.284,0.685,-0.901,-0.216,0.939,-0.4,0.539,1.035,-0.189,0.846,1.085,-0.036,1.049,2011,1.035,-0.189,0.846
2010,2010-11,202366,Jerome Jordan,atomic_denominator,9.2,9.1,0.0,-0.0,-0.004,0.273,0.269,-0.005,0.007,0.002,-0.009,-0.039,-0.049,-0.014,-0.062,-0.076,2011,-0.009,-0.039,-0.049
2010,2010-11,202371,Gani Lawal,atomic_denominator,4.8,3.8,0.624,0.388,0.506,0.124,0.629,0.588,0.252,0.839,0.597,0.276,0.874,0.601,0.29,0.891,2011,0.597,0.276,0.874
2010,2010-11,202374,Solomon Alabi,atomic_denominator,142.8,120.9,-0.295,0.86,0.339,-0.262,0.077,-0.129,0.479,0.35,-0.222,0.625,0.403,-0.271,0.7,0.43,2011,-0.222,0.625,0.403
2010,2010-11,202376,Luke Harangody,atomic_denominator,1521.0,1300.1,-0.543,0.281,-1.094,-1.913,-3.007,-0.824,-0.898,-1.722,-0.727,-0.442,-1.168,-0.659,-0.137,-0.796,2011,-0.727,-0.442,-1.168
2010,2010-11,202377,Pape Sy,atomic_denominator,47.1,59.9,0.0,-0.0,0.101,2.005,2.106,-0.045,0.453,0.408,-0.048,0.178,0.13,-0.041,0.043,0.001,2011,-0.048,0.178,0.13
2010,2010-11,202378,Willie Warren,atomic_denominator,334.5,259.1,0.451,-0.075,0.134,2.29,2.424,0.322,0.732,1.054,0.373,0.339,0.712,0.4,0.112,0.512,2011,0.373,0.339,0.712
2010,2010-11,202379,Jeremy Evans,atomic_denominator,1127.8,960.1,0.477,0.95,0.802,2.474,3.276,0.652,1.569,2.221,0.573,1.283,1.856,0.519,1.103,1.622,2011,0.573,1.283,1.856
2010,2010-11,202380,Hamady Ndiaye,atomic_denominator,200.4,173.0,-0.348,1.167,-1.791,-0.55,-2.341,-0.707,0.563,-0.144,-0.519,0.802,0.283,-0.434,0.933,0.499,2011,-0.519,0.802,0.283
2010,2010-11,202382,Derrick Caracter,atomic_denominator,493.6,386.0,-1.677,0.461,-3.51,-3.785,-7.295,-2.173,-1.322,-3.495,-1.906,-0.592,-2.498,-1.786,-0.147,-1.933,2011,-1.906,-0.592,-2.498
2010,2010-11,202386,Ben Uzoh,atomic_denominator,1062.7,890.9,-0.064,-0.302,-0.711,1.425,0.715,-0.611,0.551,-0.06,-0.458,0.185,-0.273,-0.322,-0.061,-0.384,2011,-0.458,0.185,-0.273
2010,2010-11,202389,Timofey Mozgov,atomic_denominator,1475.0,1229.3,-1.903,1.412,-3.181,0.413,-2.768,-2.43,0.811,-1.62,-2.184,0.998,-1.187,-2.047,1.136,-0.911,2011,-2.184,0.998,-1.187
2010,2010-11,202390,Gary Neal,atomic_denominator,4642.4,4095.9,0.993,-1.282,1.666,-2.925,-1.259,1.17,-2.406,-1.235,1.043,-2.115,-1.072,0.981,-1.842,-0.861,2011,1.043,-2.115,-1.072
2010,2010-11,202391,Jeremy Lin,atomic_denominator,682.3,557.3,-0.632,1.451,1.285,3.074,4.359,0.158,2.145,2.303,-0.19,1.82,1.63,-0.401,1.61,1.209,2011,-0.19,1.82,1.63
2010,2010-11,202395,Sherron Collins,atomic_denominator,152.7,120.5,-0.391,-0.718,-1.49,-0.374,-1.863,-0.761,-0.665,-1.426,-0.604,-0.728,-1.332,-0.517,-0.762,-1.278,2011,-0.604,-0.728,-1.332
2010,2010-11,202396,Samardo Samuels,atomic_denominator,1624.7,1376.9,-1.299,-0.025,-1.868,2.172,0.304,-1.606,1.02,-0.586,-1.538,0.586,-0.952,-1.473,0.287,-1.186,2011,-1.538,0.586,-0.952
2010,2010-11,202397,Ish Smith,atomic_denominator,1090.5,882.1,-1.638,-0.788,-0.835,-3.267,-4.102,-1.329,-1.89,-3.219,-1.452,-1.462,-2.914,-1.527,-1.201,-2.728,2011,-1.452,-1.462,-2.914
